"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 16, 2012","400.00","393.00","400.00","399.00","80.20K","1.78%"
"Aug 21, 2012","398.00","386.00","398.00","398.00","0.10K","-0.50%"
"Aug 22, 2012","399.00","398.00","399.00","399.00","0.80K","0.25%"
"Aug 23, 2012","398.00","399.00","400.00","390.00","8.00K","-0.25%"
"Aug 24, 2012","391.00","398.00","395.00","391.00","0.50K","-1.76%"
"Aug 27, 2012","391.00","391.00","391.00","391.00","0.40K","0.00%"
"Aug 28, 2012","409.00","391.00","411.00","391.00","152.20K","4.60%"
"Aug 29, 2012","414.00","409.00","415.00","409.00","144.70K","1.22%"
"Aug 30, 2012","412.00","414.00","413.00","411.00","1.10K","-0.48%"
"Sep 04, 2012","414.00","386.00","416.00","410.00","11.10K","0.49%"
"Sep 05, 2012","412.00","414.00","413.00","412.00","5.90K","-0.48%"
"Sep 06, 2012","401.00","412.00","401.00","401.00","3.00K","-2.67%"
"Sep 07, 2012","412.00","401.00","412.00","412.00","3.00K","2.74%"
"Sep 10, 2012","410.00","412.00","412.00","409.00","101.50K","-0.49%"
"Sep 11, 2012","414.00","410.00","414.00","414.00","100.00K","0.98%"
"Sep 12, 2012","410.00","414.00","414.00","401.00","38.50K","-0.97%"
"Sep 13, 2012","414.00","410.00","415.00","414.00","101.30K","0.98%"
"Sep 14, 2012","415.00","414.00","415.00","415.00","0.80K","0.24%"
"Sep 18, 2012","415.00","386.00","416.00","414.00","2.00K","0.00%"
"Sep 19, 2012","415.00","415.00","418.00","415.00","54.90K","0.00%"
"Sep 20, 2012","420.00","415.00","421.00","417.00","96.70K","1.20%"
"Sep 21, 2012","422.00","420.00","423.00","420.00","5.20K","0.48%"
"Sep 24, 2012","422.00","422.00","423.00","422.00","100.00K","0.00%"
"Sep 25, 2012","423.00","422.00","424.00","423.00","1.90K","0.24%"
"Sep 26, 2012","423.00","423.00","424.00","423.00","5.70K","0.00%"
"Sep 27, 2012","429.00","423.00","430.00","423.00","319.90K","1.42%"
"Sep 28, 2012","430.00","429.00","430.00","430.00","82.40K","0.23%"
"Oct 01, 2012","430.00","430.00","449.00","430.00","180.40K","0.00%"
"Oct 02, 2012","430.00","430.00","430.00","430.00","6.70K","0.00%"
"Oct 03, 2012","431.00","430.00","435.00","430.00","6.30K","0.23%"
"Oct 04, 2012","440.00","431.00","440.00","440.00","0.10K","2.09%"
"Oct 08, 2012","444.00","386.00","450.00","440.00","11.70K","0.91%"
"Oct 09, 2012","445.00","444.00","445.00","445.00","148.20K","0.23%"
"Oct 10, 2012","442.00","445.00","442.00","442.00","0.20K","-0.67%"
"Oct 11, 2012","450.00","442.00","450.00","450.00","0.80K","1.81%"
"Oct 12, 2012","450.00","450.00","450.00","450.00","0.10K","0.00%"
"Oct 15, 2012","450.00","450.00","452.00","450.00","152.50K","0.00%"
"Oct 17, 2012","451.00","386.00","452.00","450.00","1.50K","0.22%"
"Oct 18, 2012","451.00","451.00","454.00","450.00","281.10K","0.00%"
"Oct 19, 2012","453.00","451.00","453.00","453.00","3.00K","0.44%"
"Oct 22, 2012","454.00","453.00","454.00","454.00","2.80K","0.22%"
"Oct 23, 2012","455.00","454.00","456.00","455.00","58.60K","0.22%"
"Oct 24, 2012","459.00","455.00","460.00","455.00","152.70K","0.88%"
"Oct 26, 2012","459.00","386.00","459.00","459.00","3.10K","0.00%"
"Oct 29, 2012","465.00","459.00","465.00","465.00","346.10K","1.31%"
"Oct 30, 2012","467.00","465.00","468.00","464.00","101.40K","0.43%"
"Oct 31, 2012","467.00","467.00","470.00","465.00","135.20K","0.00%"
"Nov 01, 2012","469.00","467.00","470.00","468.00","101.70K","0.43%"
"Nov 02, 2012","469.00","469.00","469.00","469.00","0.10K","0.00%"
"Nov 06, 2012","464.00","469.00","469.00","442.00","12.00K","-1.07%"
"Nov 07, 2012","468.00","464.00","469.00","467.00","6.30K","0.86%"
"Nov 09, 2012","470.00","468.00","470.00","470.00","0.30K","0.43%"
"Nov 12, 2012","465.00","470.00","470.00","465.00","6.50K","-1.06%"
"Nov 13, 2012","462.00","465.00","465.00","442.00","0.80K","-0.65%"
"Nov 15, 2012","450.00","462.00","450.00","450.00","2.00K","-2.60%"
