,age,gender,smile,mood,attention,distance
59541,9,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.05
59542,9,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.89
59553,9,FEMALE,SMILING,NEUTRAL,LOOKING_RIGHT,0.61
59556,10,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.76
59558,18,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.55
59566,13,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.51
59567,25,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.42
59569,11,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.48
59570,11,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.49
59571,11,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.51
59572,8,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.46
59573,8,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.44
59574,10,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.91
59575,10,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.31
59580,17,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,1.0
59581,32,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.54
59605,18,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.66
59610,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.54
59612,15,MALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.33
59615,15,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.7
59652,10,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.55
59656,8,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.49
59657,8,MALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.58
59671,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.62
59675,13,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.37
59677,13,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.6
59678,13,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.61
59679,13,FEMALE,SMILING,POSITIVE,LOOKING_RIGHT,0.61
59680,12,FEMALE,SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.62
59702,15,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.8
59703,15,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.81
59706,13,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.43
59707,13,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.44
59708,10,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,0.41
59713,15,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.9
59714,15,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.83
59715,15,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.62
59717,13,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.38
59718,10,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.63
59719,17,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.73
59722,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.8
59723,12,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.86
59726,12,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.58
59728,13,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.62
59780,31,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.49
59783,25,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.62
59787,7,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.65
59790,17,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.45
59803,12,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.15
59804,11,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.14
59821,6,FEMALE,NOT_SMILING,POSITIVE,LOOKING_LEFT,1.02
59823,5,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.6
59824,5,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.25
59847,27,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.61
59848,27,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
59849,27,MALE,NOT_SMILING,NEUTRAL,LOOKING_UP_RIGHT,0.58
59850,27,MALE,SMILING,NEUTRAL,LOOKING_DOWN,0.51
59851,27,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.42
59852,27,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.63
59853,27,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.58
59854,27,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
59855,27,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.47
59891,44,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.44
59892,44,MALE,NOT_SMILING,NEGATIVE,LOOKING_UP,0.5
59904,44,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.56
59938,10,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.39
59940,9,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.46
59949,17,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.08
59950,12,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.01
59951,12,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,1.02
59960,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.01
59962,8,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.5
59963,8,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.61
59964,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.59
59977,26,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.5
60009,18,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.65
60039,26,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.54
60043,9,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.49
60044,9,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.61
60045,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN_RIGHT,0.59
60047,9,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.49
60048,9,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.07
60054,11,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.53
60055,13,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.56
60056,10,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.58
60058,10,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.55
60060,10,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.57
60091,15,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.48
60096,5,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.39
60102,9,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.44
60129,6,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.94
60130,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,0.89
60131,6,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.91
60133,6,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.9
60136,8,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.92
60137,8,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.95
60138,8,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.97
60140,8,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.93
60141,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.0
60145,8,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.64
60146,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.2
60151,8,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.46
60172,21,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.98
60173,21,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.98
60179,17,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.65
60184,17,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.72
60187,17,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.61
60195,17,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.87
60211,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.75
60212,11,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.33
60213,11,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.38
60215,11,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.37
60234,10,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.46
60235,10,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.49
60239,9,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.6
60242,9,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.49
60243,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.45
60244,9,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.7
60245,9,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.6
60250,11,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.5
60251,13,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.63
60252,13,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.54
60253,13,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.5
60254,9,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.03
60506,8,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
60524,7,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.72
60527,6,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.47
60534,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,1.17
60535,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,1.17
60538,7,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,0.59
60558,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_LEFT,0.68
60560,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.7
60561,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.66
60562,9,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.9
60564,12,FEMALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.86
60565,12,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.71
60566,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_RIGHT,0.73
60567,12,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_RIGHT,0.66
60568,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.61
60569,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.59
60570,12,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.6
60575,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
60577,11,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.5
60579,11,MALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.61
60580,11,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.6
60581,11,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.61
60584,9,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.56
60597,31,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.36
60598,44,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_UP_RIGHT,0.49
60600,44,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,0.75
60606,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.38
60607,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.47
60608,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.35
60609,10,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.37
60610,8,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,0.29
60618,10,FEMALE,SMILING,POSITIVE,LOOKING_RIGHT,0.5
60619,10,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.54
60620,10,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.57
60637,8,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.51
60638,8,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.53
60645,24,MALE,SMILING,NEUTRAL,LOOKING_LEFT,0.57
60647,11,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.42
60659,10,FEMALE,SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.84
60671,11,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.52
60672,11,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.58
60673,11,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.58
60674,11,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.63
60675,11,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.45
60676,10,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_RIGHT,0.68
60701,5,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN_LEFT,0.31
60702,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.63
60703,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.62
60704,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.59
60706,12,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.69
60707,12,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.6
60708,13,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,0.71
60870,17,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.8
60871,17,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.71
60887,35,FEMALE,SMILING,NEGATIVE,LOOKING_RIGHT,0.97
60888,37,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.6
60950,6,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.96
60955,25,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.2
61003,26,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.23
61039,8,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.33
61050,21,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.4
61051,21,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.43
61066,27,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.47
61067,30,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.7
61088,8,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.77
61091,3,MALE,SMILING,POSITIVE,LOOKING_DOWN,1.06
61098,6,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.57
61104,52,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.64
61116,41,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.57
61127,31,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.59
61152,62,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.59
61159,30,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.9
61165,34,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.92
61166,34,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.81
61186,24,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.05
61197,24,MALE,BROADLY_SMILING,POSITIVE,LOOKING_LEFT,1.42
61210,44,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.83
61296,26,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.58
61326,12,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.51
61328,18,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.61
61353,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.95
61365,42,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.88
61389,3,MALE,SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.79
61390,3,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.82
61391,3,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.8
61413,55,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.91
61704,35,FEMALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.47
61728,23,FEMALE,SMILING,NEGATIVE,LOOKING_DOWN,0.73
61729,23,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.79
61730,23,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.65
61731,23,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.57
61733,23,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.75
61734,8,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.04
61736,23,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.72
61739,21,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.63
61740,21,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.6
61743,17,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.53
61745,15,FEMALE,SMILING,POSITIVE,LOOKING_DOWN_RIGHT,0.44
61746,10,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.5
61747,13,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.74
61759,9,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN_LEFT,0.63
61760,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.68
61761,9,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.65
61762,9,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.65
61764,9,MALE,SMILING,NEGATIVE,LOOKING_AT_ROBOT,0.67
61768,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.79
61769,9,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.8
61770,9,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.8
61771,9,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.81
61815,23,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.59
61816,23,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.62
61973,27,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.63
61978,8,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,1.11
61980,11,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.31
61983,10,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.36
61985,9,FEMALE,SMILING,NEUTRAL,LOOKING_DOWN,1.04
61988,56,MALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.1
61998,6,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.67
62011,9,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.59
62012,10,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.47
62015,10,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.71
62018,7,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.68
62025,5,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.3
62026,7,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.52
62040,7,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.72
62051,8,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,1.04
62056,24,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.94
62058,24,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.8
62063,31,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.61
62064,31,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.75
62065,35,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.41
62067,22,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.58
62068,22,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.77
62069,22,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.69
62071,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.64
62072,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.67
62073,7,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.55
62074,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.51
62075,7,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.5
62076,7,MALE,SMILING,NEGATIVE,LOOKING_DOWN,0.52
62077,7,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.52
62079,7,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.47
62080,7,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.52
62081,7,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.44
62082,7,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.43
62083,7,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.85
62084,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.48
62085,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.4
62086,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.5
62112,24,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,1.05
62113,24,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_AT_ROBOT,1.86
62115,25,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.64
62118,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.86
62119,7,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.62
62120,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.51
62122,11,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.73
62125,12,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.61
62129,12,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.55
62131,7,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.46
62143,7,MALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.51
62144,7,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
62147,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.57
62154,10,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.62
62155,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.59
62156,10,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.55
62157,10,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.82
62165,8,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
62166,7,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.07
62167,8,FEMALE,NOT_SMILING,POSITIVE,LOOKING_UP_RIGHT,0.63
62169,9,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.66
62170,10,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.9
62173,18,FEMALE,NOT_SMILING,NEGATIVE,LOOKING_DOWN,0.55
62174,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.72
62176,18,FEMALE,SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.83
62177,18,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.83
62178,21,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.95
62181,12,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.23
62184,12,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.51
62187,12,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.57
62190,12,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.51
62192,12,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.5
62193,37,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.56
62195,37,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.66
62196,37,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.65
62197,39,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.61
62202,18,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.71
62203,10,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.98
62204,10,FEMALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.93
62205,9,FEMALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,1.22
62208,6,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.56
62209,6,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.55
62214,19,MALE,NOT_SMILING,NEUTRAL,LOOKING_AT_ROBOT,0.81
62220,39,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.5
62230,17,MALE,NOT_SMILING,POSITIVE,LOOKING_DOWN,0.53
62231,6,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.6
62233,9,FEMALE,SMILING,POSITIVE,LOOKING_UP,0.52
62234,9,FEMALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.53
62237,10,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,0.34
62247,24,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.07
62254,38,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.88
62255,38,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,0.94
62258,36,MALE,NOT_SMILING,POSITIVE,LOOKING_AT_ROBOT,0.77
62297,3,FEMALE,SMILING,POSITIVE,LOOKING_DOWN,1.15
62301,16,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.61
62303,9,MALE,NOT_SMILING,NEUTRAL,LOOKING_DOWN,1.07
62307,6,FEMALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.0
62314,10,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.46
62315,10,MALE,BROADLY_SMILING,POSITIVE,LOOKING_DOWN,0.45
62316,10,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.52
62318,10,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.56
62321,66,MALE,BROADLY_SMILING,POSITIVE,LOOKING_AT_ROBOT,1.1
62325,66,MALE,SMILING,POSITIVE,LOOKING_AT_ROBOT,0.75
62327,66,MALE,SMILING,POSITIVE,LOOKING_DOWN,0.65
